incident_id,incident_date,org_id,attack_type_id,severity,status,financial_loss_ngn,affected_users,resolution_time_hours,team_id
379,2021-09-03,72,6,Critical,Resolved,3138331224.64,385974,333,16
3789,2022-08-28,85,13,Medium,Resolved,18563865.56,2834,60,9
4721,2023-03-13,84,3,HIGH,resolved,235316871.53,39470,51,16
4444,2021-08-13,27,4,LOW,resolved,4843044.57,,0,11
2089,2024-12-18,43,9,High,Unresolved,474491346.39,44864,,13
3938,2023-10-06,85,10,Low,Resolved,,277,8,24
3550,2024-05-18,72,2,High,Resolved,428420132.54,17630,146,16
2839,2023-11-05,87,7,Medium,Under Investigation,33959270.91,3955,,15
426,2021-02-06,100,12,Medium,Resolved,21455942.55,2732,56,9
3008,2024-05-30,39,6,Medium,Resolved,6280236.83,2240,38,2
329,2023-12-08,71,2,HIGH,UNDER INVESTIGATION,,48476,,1
840,2024-11-08,69,4,High,Resolved,342196129.09,42490,96,3
3831,2022-08-05,27,12,High,Resolved,218444145.26,44407,101,21
4423,2019-03-31,25,2,Critical,Resolved,760083586.16,108741,530,20
1562,2019-07-07,9,7,High,Unresolved,208732270.71,39563,,1
4118,2019-03-07,4,8,Medium,Resolved,45295837.5,3802,47,22
1410,2023-05-05,93,3,High,Resolved,385397709.64,1139,160,15
1448,2021-05-08,1,10,Low,Resolved,1675749.32,56,15,21
3191,2019-05-06,96,5,Medium,RESOLVED,8147802.63,3764,29,7
1559,2023-07-31,67,11,Low,Resolved,,230,14,3
872,2023-06-17,8,13,Medium,Resolved,28581441.38,1099,35,13
4207,2024-02-23,100,3,Medium,Under Investigation,20036031.82,909,,10
3317,2023-07-04,88,14,High,unresolved,103984655.83,22997,,5
4335,2021-03-10,86,4,high,Resolved,349494693.11,36925,136,6
4190,2021-11-07,24,10,Medium,Under Investigation,25083078.05,119,,21
1027,2019-02-04,13,6,Medium,Resolved,40675862.99,1782,34,22
1023,2023-06-08,83,1,Medium,Unresolved,6199695.5,372,,17
1415,2020-06-26,70,5,CRITICAL,resolved,,438328,405,18
2218,2022-04-10,4,6,high,Resolved,425116512.58,17916,59,22
4486,2022-12-15,97,11,LOW,RESOLVED,1863469.98,64,7,10
4148,2021-04-10,92,13,High,Resolved,122831577.9,37557,41,23
3291,2024-07-07,7,13,Low,Resolved,786239.98,282,12,20
496,2024-11-09,36,6,High,Resolved,75870188.3,34898,168,21
4291,2024-12-03,16,14,Low,Resolved,4953647.91,325,20,11
288,2022-03-17,42,7,Critical,Resolved,,428889,157,13
2849,2020-09-24,67,10,High,Under Investigation,88920072.24,21803,,26
1014,2024-04-22,77,10,Medium,Resolved,10283250.84,4013,16,16
4804,2021-11-26,44,11,High,Resolved,110007012.56,26527,56,11
167,2023-05-27,78,10,Medium,Resolved,21087567.13,1750,61,17
1630,2024-05-14,97,11,Low,Under Investigation,3083738.22,,,9
3289,2022-08-09,95,12,High,Under Investigation,380174092.8,7040,,5
4744,2023-09-14,62,6,Medium,Under Investigation,22477373.24,766,,26
3441,2024-08-20,66,1,Critical,Resolved,1327589283.45,391157,617,3
3001,2023-05-10,14,13,Low,Under Investigation,3751930.28,45,,21
3686,2021-01-21,67,10,Low,Resolved,558168.93,17,16,12
4973,2024-01-21,78,8,High,Under Investigation,102354077.93,8482,,17
1815,2023-07-07,56,10,Medium,RESOLVED,5987220.35,,52,26
4909,2023-08-06,9,14,MEDIUM,UNDER INVESTIGATION,48895857.47,2202,,2
4483,2024-03-22,23,1,Low,Resolved,4910047.95,430,20,1
281,2019-04-18,43,2,Medium,RESOLVED,13833693.16,227,72,2
767,2024-03-02,34,7,medium,Under Investigation,32511986.81,3500,,11
1920,2023-12-27,58,10,Medium,Resolved,,2514,27,4
4832,2024-05-14,82,11,Medium,Resolved,21962874.18,2524,56,16
408,2021-12-17,40,14,Medium,Resolved,20335152.11,1805,60,20
1397,2021-06-27,50,6,Medium,Unresolved,26364804.69,178,,2
4382,2023-08-30,26,9,Medium,Resolved,14568680.21,2145,62,21
88,2022-06-26,1,10,Low,Resolved,1957247.85,22,5,21
3376,2024-05-13,81,3,Low,Resolved,774725.96,119,7,17
1711,2023-01-11,40,2,High,Under Investigation,264539788.56,49883,,20
3827,2023-11-12,57,6,Low,Resolved,1681643.83,250,12,3
3351,2023-03-23,95,6,Critical,Resolved,2312725059.8,490001,120,15
3967,2023-01-06,8,9,Medium,Unresolved,29488459.91,956,,11
1255,2024-09-06,30,1,Low,Unresolved,4587353.22,301,,11
27,2023-04-27,98,14,Critical,Unresolved,2328623440.14,38611,,9
2009,2024-06-12,42,11,Medium,Resolved,44246535.46,2272,48,13
1657,2022-10-01,36,2,High,Resolved,430203127.74,,107,21
685,2024-03-19,75,13,Medium,Resolved,,4237,34,1
2394,2022-10-18,77,7,Medium,Resolved,35372034.22,2817,-1,1
1633,2024-12-29,55,11,Low,RESOLVED,,212,10,19
2571,2021-11-29,79,9,Low,Resolved,,343,3,24
2215,2023-10-25,1,13,High,Resolved,58413177.11,2114,140,22
1606,2019-12-15,42,1,Low,Resolved,2909146.85,380,16,13
849,2024-11-15,56,1,HIGH,Under Investigation,242014967.58,47667,,3
3279,2024-11-12,20,13,Critical,Unresolved,8883270441.57,326663,,20
4826,2021-06-25,53,10,low,Resolved,2626773.82,223,6,12
2736,2021-02-01,69,4,Critical,Resolved,3338126320.24,498552,668,3
3141,2023-03-07,45,14,Medium,Unresolved,39118908.85,4976,,2
336,2022-12-22,57,12,Medium,Under Investigation,13369672.27,1820,,12
389,2023-07-24,90,7,Medium,Resolved,44054453.51,4476,47,15
4155,2024-07-27,17,8,High,Resolved,478267534.09,25176,40,21
424,2024-06-27,53,9,Medium,Resolved,26168700.84,3933,49,19
2013,2020-05-20,77,13,High,Unresolved,272948114.52,31347,,1
4361,2020-01-03,87,6,High,Unresolved,247628662.9,32049,,15
4482,2021-10-10,64,9,High,Under Investigation,486859343.35,36491,,18
3681,2021-03-30,24,9,Medium,Unresolved,29714912.35,2046,,1
3040,2022-06-08,39,12,Critical,Under Investigation,10540025104.5,10257,,21
4168,2021-02-12,47,11,Low,Resolved,2931877.7,135,19,1
3730,2022-06-29,6,12,Medium,Resolved,12899305.15,2335,27,2
3626,2019-06-30,85,4,Critical,Resolved,10839551501.64,142256,67,17
730,2024-12-06,11,4,High,Resolved,364576633.51,43499,38,20
2704,2023-08-27,80,14,MEDIUM,Under Investigation,25195626.47,3024,,17
4588,2024-05-08,43,3,Medium,Resolved,13987416.13,675,41,1
1639,2022-03-21,97,15,High,Resolved,319104039.69,46696,138,9
3321,2024-10-30,62,7,High,Resolved,145282360.62,32058,125,19
4312,2021-09-15,63,10,Low,Resolved,,64,0,4
1416,2021-11-21,8,7,High,Unresolved,495548296.42,13533,,13
2663,2021-04-28,41,15,High,Resolved,178965980.61,2315,31,13
1223,2024-08-26,29,13,High,Resolved,,14913,145,21
513,2021-12-12,100,4,High,Under Investigation,194793140.31,,,7
854,2024-02-06,6,11,LOW,Resolved,1278204.65,140,18,21
3369,2024-12-31,48,1,MEDIUM,Resolved,21921806.17,218,0,11
2729,2021-01-07,37,14,Medium,unresolved,22918252.02,3631,,1
4201,2022-08-14,7,8,Medium,Unresolved,13926276.02,676,,1
4591,2022-06-02,30,15,Low,Under Investigation,856417.31,403,,20
1284,2024-07-14,51,7,Low,under investigation,4531527.55,208,,18
3224,2023-09-23,56,9,High,Unresolved,,30348,,26
2287,2023-07-21,14,6,High,Under Investigation,323331314.67,4500,,13
877,2024-02-12,10,12,Critical,Unresolved,6026785362.33,25868,,1
4185,2022-06-11,50,13,Medium,Unresolved,16320291.72,3879,,1
3059,2023-03-22,6,11,High,Resolved,,6202,132,22
262,2022-01-17,12,5,Critical,Resolved,2457896371.23,14949,666,11
964,2020-12-14,29,6,Critical,Under Investigation,7239532239.96,262063,,21
1909,2024-04-12,99,4,Low,unresolved,3261178.49,353,,9
3179,2022-09-17,92,12,Medium,Unresolved,15227984.95,1947,,23
4261,2024-10-19,87,6,Medium,Unresolved,,823,,6
1215,2019-02-27,52,2,Low,Under Investigation,4751267.1,343,,3
2044,2020-03-13,92,1,Medium,Resolved,34158018.91,4082,18,6
4142,2023-02-04,27,7,Critical,Resolved,5532256121.35,194403,644,21
538,2024-03-24,62,11,Low,Resolved,1801727.03,364,10,19
2200,2019-11-13,95,2,Low,RESOLVED,751791.07,305,21,6
3524,2022-04-11,84,14,Low,Resolved,1885369.03,368,21,1
3054,2020-01-05,95,12,Medium,Unresolved,47279004.92,2338,,6
3021,2022-02-21,100,5,High,Resolved,469588388.06,45792,63,9
1700,2024-08-01,5,1,High,Resolved,188584371.15,40362,142,2
1071,2023-01-06,62,9,Low,Resolved,2733580.56,42,6,18
951,2023-07-08,87,3,Low,Under Investigation,2877522.31,476,,5
223,2023-09-24,95,5,High,Resolved,83456662.27,42513,167,6
111,2024-12-23,58,5,Medium,under investigation,33818325.73,1867,,19
3334,2023-05-27,75,5,High,Under Investigation,392742306.51,14282,,17
2699,2021-08-10,25,1,Medium,Resolved,,161,-5,1
794,2024-03-09,51,9,High,Resolved,99478464.93,45063,86,18
2670,2019-07-26,37,3,Low,Under Investigation,2665841.39,444,,1
4611,2024-02-04,100,15,Low,Resolved,2787563.76,354,15,9
2385,2023-03-26,38,8,Medium,Unresolved,49501184.53,1197,,20
391,2024-05-27,32,3,Critical,Resolved,8632255659.76,178786,163,11
137,2022-09-04,48,10,Critical,Resolved,1169677609.97,478751,496,25
2859,2019-06-25,94,10,Medium,Resolved,41016134.19,588,52,15
3812,2023-01-29,76,15,Medium,RESOLVED,41317554.4,,46,9
2306,2021-05-02,87,12,Medium,Resolved,43187753.18,551,17,15
3538,2024-12-15,61,4,Medium,Resolved,21122775.32,1239,35,26
1899,2019-08-05,81,13,LOW,Resolved,4421938.86,383,8,1
50,2020-05-14,49,5,Low,Resolved,3564646.46,198,20,1
242,2020-05-20,62,12,Low,Unresolved,4442117.36,,,4
2967,2021-01-02,19,6,MEDIUM,resolved,,1394,63,22
429,2023-08-03,62,11,Medium,Resolved,35114460.12,4594,46,3
208,2021-12-23,8,7,high,Resolved,381169810.4,,154,13
2113,2023-03-16,99,2,Low,Under Investigation,3810908.78,350,,10
4663,2024-03-12,10,12,LOW,Resolved,3491659.05,63,11,13
2909,2021-11-05,81,7,Medium,Resolved,8933486.34,1179,55,17
4454,2023-01-12,16,12,Low,Unresolved,1277843.33,102,,20
2915,2023-04-22,44,9,Low,Resolved,,464,22,25
4644,2019-10-17,12,11,Low,Resolved,,103,4,13
3218,2020-11-14,76,12,Medium,Resolved,5507138.44,1304,31,9
2975,2024-08-17,63,15,Low,Under Investigation,919732.85,405,,3
1842,2023-01-14,47,13,CRITICAL,Resolved,9727246529.75,476788,364,13
2296,2024-09-24,13,14,High,Resolved,269446677.86,26842,50,2
407,2022-10-28,73,3,High,Resolved,296584313.72,,94,1
2784,2019-11-23,48,15,Low,Resolved,4576020.55,395,11,25
3558,2023-09-07,69,2,High,Resolved,256434682.8,7834,140,19
150,2024-10-01,46,3,Low,Resolved,2208175.66,277,16,2
4573,2023-03-04,13,13,Medium,Under Investigation,6201666.64,3711,,20
4307,2024-02-18,86,7,Medium,Resolved,43565088.51,3514,36,5
664,2024-03-24,88,7,Medium,Unresolved,26726151.35,4243,,23
1692,2024-05-08,13,9,Medium,Resolved,30753601.33,,52,21
2138,2019-04-30,5,10,Medium,Resolved,35750142.51,1004,72,20
2041,2023-12-08,99,4,Low,Under Investigation,1837976.91,313,,10
3709,2023-07-31,1,1,Medium,Under Investigation,,1781,,13
613,2024-12-29,7,6,LOW,Under Investigation,2004457.26,16,,2
4230,2021-02-21,12,10,Critical,Resolved,2645192487.17,42204,253,20
103,2021-02-20,13,9,Low,Under Investigation,4565442.41,89,,22
3248,2023-03-07,58,7,Low,Resolved,4635581.38,230,6,19
4171,2022-09-06,93,10,High,UNDER INVESTIGATION,333575659.41,41206,,15
645,2024-01-26,54,14,Medium,Resolved,25016270.74,253,36,3
4844,2020-01-30,97,6,Medium,Under Investigation,32214720.93,2506,,9
317,2021-07-28,71,15,Low,Resolved,1908617.01,82,13,9
4922,2024-02-03,42,11,Medium,Resolved,15402230.82,2908,0,13
419,2023-06-01,43,10,Medium,Under Investigation,24407016.83,4132,,2
1870,2020-05-04,44,15,Medium,Unresolved,47468367.24,3722,,13
4055,2023-05-13,72,6,Low,Unresolved,4480856.5,337,,9
4166,2024-10-12,100,15,Medium,Under Investigation,37953327.36,155,,10
4795,2022-12-26,2,12,Critical,Unresolved,2971813505.97,208808,,2
66,2024-05-09,15,3,Medium,Resolved,5910134.65,592,61,2
4646,2021-10-01,14,15,Medium,Resolved,48283908.51,2741,50,21
4848,2024-03-19,34,7,High,Resolved,55708547.52,12433,151,11
4213,2023-06-30,50,11,critical,Under Investigation,8720794019.53,484463,,11
1680,2023-05-17,33,7,Critical,Resolved,8419390765.25,400241,610,21
4076,2019-09-26,66,11,High,Resolved,454519838.66,19748,106,3
913,2023-09-03,50,11,Critical,Resolved,8953857934.54,73349,476,1
2711,2024-07-14,53,9,Medium,Resolved,46104505.4,1647,24,19
3055,2023-11-12,98,5,High,Resolved,233316882.61,11490,139,8
1508,2023-10-28,16,1,Critical,Resolved,5420671177.82,333158,559,21
512,2023-08-19,62,9,Critical,Unresolved,6819723860.75,283233,,3
1707,2022-01-05,31,11,High,Resolved,362006853.1,23423,167,11
4763,2024-09-12,10,15,Medium,Resolved,48943088.75,1446,51,1
3625,2024-12-18,71,3,Low,Resolved,1969765.02,55,6,9
1841,2023-10-01,9,4,High,Under Investigation,403355337.2,28088,,11
3494,2023-10-06,80,11,Medium,Resolved,43552327.45,2977,52,24
4097,2020-03-08,42,8,Medium,Unresolved,39387764.4,1439,,1
3886,2023-10-26,44,5,Low,resolved,3177214.75,13,14,25
3244,2024-05-22,62,7,Medium,Resolved,,2365,24,26
510,2023-10-30,9,2,Medium,Resolved,18167567.52,367,66,2
3804,2023-10-06,7,13,Low,Under Investigation,2227653.3,,,2
3869,2023-01-18,94,6,High,Resolved,160813143.0,45967,51,5
2045,2021-03-24,90,15,High,Under Investigation,69768440.54,29977,,6
916,2024-08-28,50,3,Medium,Resolved,21010134.71,4058,64,1
300,2024-03-18,53,7,Low,Resolved,3874060.51,459,9,26
4622,2024-02-14,52,9,High,Resolved,338397009.56,18090,81,12
487,2024-10-31,34,13,Critical,Resolved,6342442185.54,165200,562,21
2069,2021-03-18,60,3,high,Unresolved,191414550.79,23003,,3
4245,2020-05-18,33,8,High,Resolved,118592487.04,38194,117,20
2681,2022-11-01,14,13,High,Resolved,238612327.39,15892,67,21
2206,2024-07-22,23,8,Medium,Resolved,41443745.58,4650,65,1
1864,2024-12-31,85,10,High,Resolved,209699040.08,5841,39,9
4443,2023-09-30,4,15,Medium,Resolved,10732356.28,280,53,21
377,2023-11-24,93,10,Medium,Resolved,27852090.02,1936,54,6
1231,2024-06-01,35,15,CRITICAL,RESOLVED,4769494494.89,,157,20
3275,2020-04-25,81,11,LOW,RESOLVED,2501324.66,,2,9
573,2023-05-11,71,4,High,Resolved,441012684.58,3657,40,16
1591,2024-01-16,70,15,high,resolved,119374751.55,43856,-1,26
2832,2023-07-01,56,2,Medium,Resolved,7483861.68,686,43,26
326,2023-02-12,61,5,Medium,Unresolved,21980736.29,2341,,3
446,2021-08-03,58,5,Low,Resolved,4564380.65,105,12,26
2098,2021-03-03,76,3,Low,Resolved,4108171.53,377,3,16
428,2023-12-20,84,14,Critical,Resolved,,69970,171,1
1457,2021-03-08,18,3,Critical,Resolved,3074800789.05,275621,193,21
2372,2024-11-02,52,1,Medium,Resolved,,1581,69,26
28,2019-04-14,21,14,Medium,Resolved,10928986.45,2561,68,21
2891,2022-03-24,35,3,High,Resolved,113766902.59,46745,119,1
184,2021-07-25,41,14,High,Under Investigation,58445953.27,15246,,25
3835,2023-02-15,20,4,CRITICAL,Unresolved,8773803828.06,469902,,1
3420,2023-12-01,9,10,Low,Resolved,875061.66,495,13,22
3723,2023-09-06,74,2,medium,Unresolved,48363576.65,1512,,1
138,2022-06-09,45,6,MEDIUM,unresolved,8269704.44,412,,2
2167,2024-07-08,79,1,Medium,Unresolved,,1845,,16
1949,2022-10-12,39,1,Low,Unresolved,540651.98,242,,11
4121,2024-02-20,10,9,Critical,Resolved,6738193821.25,471544,230,13
1450,2024-12-18,32,3,Low,Under Investigation,3830654.26,50,,21
919,2023-03-21,59,11,Medium,Unresolved,27546924.64,3217,,4
1962,2019-12-18,76,2,high,Under Investigation,206250922.49,45022,,9
4821,2020-10-06,91,8,High,Unresolved,279961354.07,30898,,6
3821,2022-07-15,42,11,Low,Under Investigation,2432039.51,410,,2
2042,2023-12-10,77,6,High,Under Investigation,417480922.66,16946,,24
4786,2022-11-23,12,14,High,Under Investigation,120241522.41,14979,,21
464,2024-05-05,96,2,Low,Resolved,,479,24,8
3322,2023-07-07,10,14,HIGH,Resolved,309682637.17,44747,29,2
14,2019-06-08,45,11,Medium,Resolved,47745612.6,1471,63,2
748,2024-09-08,2,13,High,Under Investigation,480554200.95,34049,,1
4770,2024-08-01,15,8,High,Resolved,438002584.78,17640,92,2
3012,2024-01-08,14,12,Low,Resolved,3779315.12,423,23,21
1350,2024-04-10,53,12,Low,Under Investigation,,44,,4
2882,2023-01-08,7,14,High,Under Investigation,443113903.46,11834,,20
4399,2022-06-18,78,15,Low,Under Investigation,3988445.35,308,,17
3973,2024-01-08,71,15,Medium,Resolved,38505742.97,,27,17
235,2024-06-04,2,3,High,Resolved,,5953,124,21
1180,2019-09-25,57,14,High,Resolved,365093871.1,22809,65,12
1783,2020-02-19,4,7,Medium,Resolved,26344616.83,946,12,21
4739,2024-01-22,84,13,High,Under Investigation,308080102.13,42483,,17
826,2024-12-17,82,7,Low,Unresolved,2889760.86,237,,24
1804,2024-03-23,18,6,Medium,Resolved,49115518.36,4210,69,21
2025,2021-08-18,70,14,High,Under Investigation,142735575.66,11517,,4
1020,2020-12-20,87,9,High,Under Investigation,157641606.33,6807,,23
2346,2024-06-19,45,8,Critical,Under Investigation,3890173385.84,368187,,2
1694,2023-08-25,72,7,HIGH,RESOLVED,482545333.84,42716,109,9
330,2023-05-11,4,15,Low,Resolved,4266012.02,452,18,13
3041,2024-04-19,16,5,High,Resolved,278466661.88,49408,139,11
1888,2023-01-23,99,10,Critical,Resolved,4279022081.58,338958,167,8
2414,2023-07-17,83,1,Medium,Resolved,12042521.9,4224,13,24
4664,2024-01-06,62,3,Medium,Resolved,20622655.49,4516,-5,12
303,2020-01-09,36,2,High,Resolved,281848494.63,16315,111,2
4950,2022-05-06,84,12,High,Resolved,236632012.66,22281,36,9
4937,2024-06-12,9,12,Low,Resolved,3825769.95,469,15,1
2355,2022-01-20,99,5,MEDIUM,Under Investigation,17828882.41,1048,,7
1966,2024-10-31,55,8,Medium,Under Investigation,16096599.84,4726,,12
4520,2022-01-19,38,9,low,resolved,3155443.98,443,24,2
3687,2023-12-14,25,10,Medium,Under Investigation,,4592,,2
1138,2023-08-01,2,12,Medium,Under Investigation,13049085.76,4318,,11
76,2021-08-12,95,4,Low,unresolved,566447.14,18,,5
1540,2023-10-06,5,13,Low,Resolved,611029.28,184,16,22
1005,2021-07-30,80,11,High,Resolved,183723623.91,,61,1
3670,2021-01-11,11,4,Medium,Unresolved,19556470.98,4653,,11
2091,2024-03-27,39,14,High,Resolved,69141447.52,22317,83,11
1107,2023-06-10,53,11,Medium,Resolved,22333709.64,4809,35,26
3940,2023-08-10,83,2,High,Under Investigation,152089497.16,,,24
1227,2022-01-08,14,4,High,Resolved,433539483.2,26931,117,21
2154,2021-07-28,10,9,Medium,Resolved,48864739.22,4246,68,21
4992,2024-10-21,60,11,High,Unresolved,212851546.88,21723,,26
4776,2023-01-28,52,4,Critical,Resolved,3661239556.7,426531,186,4
4187,2023-08-10,95,5,High,Under Investigation,242365672.59,21410,,6
4800,2023-11-29,88,11,Medium,Resolved,29964251.7,875,38,5
2432,2021-05-21,91,12,High,Resolved,229458632.91,44326,143,15
4912,2024-08-28,92,6,Critical,Resolved,4767910639.6,209611,410,23
170,2023-08-09,87,6,High,Under Investigation,122174873.61,9994,,5
562,2024-03-16,36,3,Critical,Unresolved,9765992595.55,264141,,21
4542,2022-06-01,85,2,High,Resolved,195895104.23,,36,16
3194,2023-05-20,15,3,High,Resolved,411561011.02,37631,134,11
4081,2023-12-13,89,11,High,Under Investigation,225917233.53,28904,,5
1106,2024-11-26,44,12,High,Resolved,313746575.44,15661,168,2
4321,2021-09-09,83,1,HIGH,Resolved,167392268.81,21566,59,1
841,2021-11-23,98,1,Critical,Unresolved,3503176983.75,425766,,8
1635,2023-04-10,42,5,Medium,Resolved,43157995.15,4540,67,25
1443,2020-01-26,65,13,Low,Resolved,1883723.2,365,15,4
89,2023-01-23,32,12,Medium,Resolved,18905392.7,3886,70,1
1307,2024-02-20,86,2,Critical,Resolved,,359926,100,6
1764,2019-01-07,69,8,Medium,Resolved,42022235.87,2378,47,26
410,2019-12-04,84,11,Critical,Under Investigation,742285478.05,54519,,16
668,2023-06-08,84,11,High,Resolved,206561250.5,15141,90,17
169,2023-07-03,86,4,High,Under Investigation,134378394.18,8733,,15
533,2023-11-18,29,6,Low,Resolved,2949164.75,218,12,21
2149,2022-03-18,13,10,High,Resolved,272059482.71,18894,95,22
132,2024-08-13,96,8,Medium,Resolved,23863764.57,4485,16,8
4982,2023-10-07,76,1,High,Under Investigation,,20981,,24
2088,2022-02-20,75,15,High,Under Investigation,78372460.74,46595,,17
942,2024-06-05,19,9,Medium,resolved,23580905.27,3843,19,13
1866,2020-06-30,41,12,Low,Resolved,3403862.2,353,24,11
4437,2024-11-30,31,9,Low,Under Investigation,3815978.91,405,,1
4317,2019-08-20,51,2,Low,resolved,4980502.08,58,7,12
1667,2021-03-13,57,15,Medium,Resolved,31936606.33,3715,72,18
2479,2019-03-04,94,6,Medium,Resolved,9699748.54,2652,55,5
354,2024-12-03,43,6,Critical,Under Investigation,5390468593.72,408692,,25
4007,2020-03-17,4,3,High,Unresolved,82425213.01,2224,,11
1561,2023-10-09,24,15,medium,Unresolved,48441193.63,1599,,1
2526,2024-06-21,84,15,Medium,Unresolved,,4502,,16
4093,2020-12-07,90,14,Medium,Resolved,29673506.47,3259,66,6
873,2023-10-25,73,5,High,Resolved,415737921.12,49779,121,1
3795,2020-03-27,91,13,Critical,Resolved,9297068422.16,352558,398,23
3063,2023-07-15,18,15,Medium,Resolved,10595738.55,915,51,20
815,2023-10-16,4,1,High,Under Investigation,400302876.54,8865,,11
3621,2021-09-19,23,9,Low,Resolved,4677473.26,461,7,21
2357,2020-05-12,94,14,Low,Unresolved,2277032.73,208,,5
2338,2024-01-24,60,7,Low,Unresolved,2143562.46,276,,4
1353,2024-08-16,97,12,Low,Resolved,4100311.44,76,19,7
577,2024-09-15,96,15,Medium,Resolved,32447551.68,,42,10
819,2019-06-02,31,15,Critical,Under Investigation,10275222592.73,277375,,11
1011,2024-04-04,86,15,High,Resolved,432943973.25,25864,49,6
2301,2019-08-29,84,1,Low,Resolved,4600846.78,114,11,1
569,2022-12-03,80,12,Medium,Under Investigation,39156414.9,999,,16
2067,2021-06-15,71,11,High,Resolved,497930707.9,6180,140,24
2514,2024-10-18,49,12,Medium,Under Investigation,28431997.18,1937,,11
3932,2019-03-17,45,9,low,resolved,509101.18,52,4,11
986,2022-05-10,87,4,Medium,Resolved,12114892.14,3886,17,15
802,2024-10-11,52,11,Critical,Unresolved,830119983.72,201437,,18
1139,2024-01-14,14,14,Critical,Resolved,,324561,484,22
3491,2024-05-04,43,4,High,Resolved,167653015.94,32626,168,2
3106,2020-01-05,6,12,HIGH,UNRESOLVED,394470879.11,27234,,20
151,2024-07-26,72,8,Medium,Unresolved,34174267.36,3684,,17
2619,2022-12-12,51,6,Low,Under Investigation,4530588.04,122,,12
4649,2022-09-01,82,5,High,Resolved,496531096.67,17127,102,9
3339,2020-10-19,34,5,Critical,Resolved,1613796657.19,317381,441,2
890,2022-02-08,78,4,High,Resolved,493176081.21,47996,156,17
1302,2024-08-04,36,1,Low,Resolved,,339,9,21
3070,2019-06-25,33,4,HIGH,unresolved,,2618,,2
1247,2024-01-30,30,6,Low,Resolved,4494068.74,439,17,11
4087,2022-03-28,16,6,High,Resolved,96940057.56,,121,11
542,2021-02-20,54,10,Low,Resolved,3494970.63,17,8,26
3466,2024-06-11,8,8,Medium,Resolved,27699588.11,2307,28,2
4144,2021-06-26,4,9,Medium,Under Investigation,8010428.19,3017,,20
1055,2023-04-29,45,5,High,Resolved,183900122.85,20313,140,13
701,2019-11-11,9,9,Low,Unresolved,1582388.69,97,,1
1366,2020-12-02,13,14,High,Under Investigation,294346583.23,12343,,20
1194,2020-10-29,55,1,Low,Resolved,,296,2,19
3629,2023-02-25,5,1,High,Resolved,,17816,58,22
663,2019-05-16,82,7,High,Under Investigation,212325835.58,38023,,9
4244,2024-11-15,60,4,High,Unresolved,83826409.03,39685,,19
2836,2022-07-15,47,1,High,Under Investigation,176329229.91,27245,,25
3144,2022-03-30,43,13,High,unresolved,231956900.81,31752,,25
547,2024-01-25,76,9,Critical,Unresolved,6237915193.82,328355,,9
1950,2024-08-21,78,6,LOW,RESOLVED,2888030.02,13,3,9
4153,2023-02-06,96,3,High,Resolved,135364569.21,37755,63,10
1300,2021-08-30,51,6,Medium,Resolved,42465275.89,4052,14,12
3925,2023-07-26,73,9,Critical,Resolved,8662103483.19,408712,462,1
3026,2023-09-07,2,13,High,Under Investigation,209587094.61,45548,,22
4365,2020-11-03,37,12,medium,UNDER INVESTIGATION,44612425.79,2573,,2
4590,2022-06-14,43,8,High,Under Investigation,498209431.78,43295,,13
4134,2024-08-24,69,1,High,Unresolved,417909386.76,42467,,26
2258,2019-02-12,46,7,Medium,Resolved,29623505.89,4192,23,13
3588,2022-05-09,63,9,High,Resolved,398560399.95,49149,84,26
599,2019-12-25,6,13,low,Resolved,,213,17,22
4367,2024-02-22,15,2,medium,under investigation,12918545.86,2822,,13
2907,2024-03-30,73,4,High,Resolved,371336512.55,27272,139,17
3941,2019-06-17,4,5,High,Under Investigation,,42912,,21
368,2023-04-23,12,1,High,Resolved,274130747.52,35517,115,2
4084,2024-06-18,60,14,Medium,Resolved,28790110.45,2133,62,12
1150,2024-02-22,4,8,Critical,Resolved,1164339466.33,281702,482,21
4447,2023-05-20,46,8,Medium,Resolved,,1376,30,2
1808,2023-11-17,6,6,Medium,Unresolved,,2281,,22
3225,2023-03-21,29,12,High,Resolved,448528898.62,33405,70,1
1704,2022-08-30,16,3,Low,Resolved,3543516.78,158,13,1
2556,2020-07-07,61,10,critical,Resolved,5032159215.32,141461,310,18
4602,2022-07-19,86,4,Critical,Under Investigation,1156277430.12,33171,,5
1676,2022-05-16,29,6,Medium,Resolved,11695017.94,2477,58,20
338,2023-04-07,45,4,LOW,Resolved,,135,7,1
4336,2021-04-19,38,13,MEDIUM,Unresolved,,3906,,20
4123,2019-01-09,86,9,Medium,resolved,9885015.75,2321,38,15
3413,2019-01-25,61,10,Critical,Under Investigation,9427191857.45,197235,,4
4528,2023-02-01,88,12,Critical,Resolved,6246032500.23,243517,114,15
241,2023-11-09,76,10,Medium,Resolved,41262702.94,1523,13,17
202,2024-11-21,74,3,medium,UNRESOLVED,11530903.06,4830,,1
3020,2021-01-17,68,3,Low,Resolved,3841844.83,244,17,18
93,2022-11-17,3,8,high,Resolved,,15745,160,2
773,2024-05-27,99,9,Medium,Resolved,32752897.22,193,19,7
4995,2024-11-30,86,3,High,Unresolved,389213157.74,34599,,23
1820,2022-10-25,7,13,Low,Unresolved,816157.17,500,,22
3603,2020-12-11,83,8,High,Under Investigation,,25972,,17
3669,2023-03-23,94,14,Critical,Resolved,4867706615.51,320087,151,23
